Rk,Player,Team,Pos,G,GS,MPâ¼,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
91.0,Dillon Hunter,Clemson,G,30.0,9.0,678.0,57.0,141.0,0.404,24.0,77.0,0.312,33.0,64.0,0.516,0.489,24.0,39.0,0.615,13.0,63.0,76.0,58.0,27.0,4.0,14.0,65.0,162.0,
92.0,A.J. Staton-McCray,Miami (FL),G,31.0,17.0,677.0,80.0,198.0,0.404,32.0,99.0,0.323,48.0,99.0,0.485,0.485,34.0,41.0,0.829,21.0,54.0,75.0,30.0,33.0,18.0,26.0,57.0,226.0,
93.0,Mylyjael Poteat,Virginia Tech,F,31.0,31.0,675.0,103.0,187.0,0.551,0.0,1.0,0.0,103.0,186.0,0.554,0.551,87.0,120.0,0.725,48.0,70.0,118.0,33.0,14.0,9.0,47.0,70.0,293.0,
94.0,Jacob Cofie,Virginia,F,32.0,16.0,667.0,90.0,182.0,0.495,10.0,41.0,0.244,80.0,141.0,0.567,0.522,39.0,52.0,0.75,46.0,102.0,148.0,33.0,35.0,27.0,31.0,80.0,229.0,
95.0,Benny Gealer,Stanford,G,32.0,7.0,652.0,58.0,170.0,0.341,45.0,123.0,0.366,13.0,47.0,0.277,0.474,32.0,36.0,0.889,10.0,45.0,55.0,65.0,27.0,1.0,18.0,61.0,193.0,
96.0,Ben Middlebrooks,NC State,F,30.0,23.0,649.0,69.0,154.0,0.448,5.0,18.0,0.278,64.0,136.0,0.471,0.464,82.0,112.0,0.732,51.0,74.0,125.0,29.0,28.0,39.0,30.0,97.0,225.0,
97.0,Jae'lyn Withers,North Carolina,F,37.0,20.0,646.0,80.0,164.0,0.488,39.0,88.0,0.443,41.0,76.0,0.539,0.607,40.0,56.0,0.714,30.0,135.0,165.0,26.0,16.0,13.0,32.0,60.0,239.0,
98.0,Elijah Strong,Boston College,F,27.0,19.0,636.0,95.0,210.0,0.452,25.0,69.0,0.362,70.0,141.0,0.496,0.512,44.0,70.0,0.629,40.0,71.0,111.0,25.0,6.0,7.0,47.0,66.0,259.0,
99.0,Noah Waterman,Louisville,F,31.0,20.0,636.0,69.0,187.0,0.369,39.0,133.0,0.293,30.0,54.0,0.556,0.473,13.0,31.0,0.419,37.0,77.0,114.0,12.0,7.0,13.0,23.0,80.0,190.0,
100.0,Jaeden Mustaf,Georgia Tech,G,26.0,10.0,634.0,72.0,183.0,0.393,11.0,32.0,0.344,61.0,151.0,0.404,0.423,60.0,84.0,0.714,21.0,60.0,81.0,41.0,23.0,3.0,35.0,62.0,215.0,
101.0,Aidan Cammann,Stanford,F,35.0,14.0,606.0,36.0,70.0,0.514,5.0,17.0,0.294,31.0,53.0,0.585,0.55,13.0,27.0,0.481,36.0,58.0,94.0,34.0,13.0,21.0,28.0,79.0,90.0,
102.0,Juke Harris,Wake Forest,F,31.0,1.0,588.0,63.0,148.0,0.426,20.0,66.0,0.303,43.0,82.0,0.524,0.493,44.0,74.0,0.595,22.0,66.0,88.0,9.0,16.0,7.0,20.0,61.0,190.0,
103.0,Jalil Bethea,Miami (FL),G,31.0,16.0,587.0,75.0,204.0,0.368,30.0,92.0,0.326,45.0,112.0,0.402,0.441,41.0,50.0,0.82,3.0,62.0,65.0,36.0,18.0,2.0,34.0,43.0,221.0,
104.0,Chas Kelley III,Boston College,G,31.0,15.0,582.0,47.0,124.0,0.379,21.0,65.0,0.323,26.0,59.0,0.441,0.464,20.0,31.0,0.645,4.0,34.0,38.0,63.0,13.0,8.0,42.0,42.0,135.0,
105.0,Taine Murray,Virginia,G,31.0,6.0,579.0,49.0,114.0,0.43,18.0,43.0,0.419,31.0,71.0,0.437,0.509,11.0,15.0,0.733,6.0,41.0,47.0,49.0,8.0,6.0,24.0,38.0,127.0,
106.0,Chisom Okpara,Stanford,F,35.0,5.0,571.0,81.0,161.0,0.503,18.0,39.0,0.462,63.0,122.0,0.516,0.559,49.0,71.0,0.69,25.0,46.0,71.0,36.0,30.0,9.0,47.0,56.0,229.0,
107.0,Jalen Washington,North Carolina,F,36.0,16.0,571.0,82.0,138.0,0.594,5.0,18.0,0.278,77.0,120.0,0.642,0.612,37.0,58.0,0.638,47.0,104.0,151.0,19.0,10.0,30.0,37.0,82.0,206.0,
108.0,Divine Ugochukwu,Miami (FL),G,28.0,16.0,566.0,56.0,116.0,0.483,6.0,34.0,0.176,50.0,82.0,0.61,0.509,29.0,46.0,0.63,10.0,42.0,52.0,64.0,29.0,3.0,45.0,60.0,147.0,
109.0,Ben Hammond,Virginia Tech,G,29.0,17.0,565.0,54.0,129.0,0.419,18.0,36.0,0.5,36.0,93.0,0.387,0.488,35.0,47.0,0.745,5.0,44.0,49.0,62.0,35.0,0.0,50.0,50.0,161.0,
110.0,Joshua Beadle,Boston College,G,31.0,16.0,562.0,72.0,147.0,0.49,17.0,36.0,0.472,55.0,111.0,0.495,0.548,23.0,33.0,0.697,8.0,48.0,56.0,61.0,18.0,3.0,48.0,55.0,184.0,
111.0,Javian McCollum,Georgia Tech,G,20.0,11.0,555.0,78.0,182.0,0.429,34.0,95.0,0.358,44.0,87.0,0.506,0.522,47.0,54.0,0.87,4.0,50.0,54.0,72.0,25.0,3.0,37.0,27.0,237.0,
